actor_id,id_paax,actor_name,actor_type,sub_type,cs_type,abbreviation,actor_iso3c,actor_country,actor_gwno,actor_region,un_type,international,regional,domestic,women,ucdp_id,ucdp_name,ucdp_url,acled_name,acled_other,actor_desc,alternative_names
1441,NGO_1441,Organisation des Jeunes révolutionnaires de l’Artibonite,Civil Society,Non-governmental Organization,Youth,OJRA,HTI,Haiti,41.0,Americas,,,,,,,,,,,Organisation des Jeunes révolutionnaires de l’Artibonite is a civil society representative for youth in Haiti.,Organization of Young Revolutionaries of Artibonite
1442,POL_1442,Platfòm Politik Viktwa,Political Party,,,PPV,HTI,Haiti,41.0,Americas,,,,,,,,,,,Platfòm Politik Viktwa None is a Political Party based in Haiti.,
1443,NGO_1443,Mouvement pour l'engagement et le réveil des citoyens haitiens,Civil Society,Non-governmental Organization,Other,MEACH,HTI,Haiti,41.0,Americas,,,,,,,,,,,Mouvement pour l'engagement et le réveil des citoyens haitiens is a non-governmental organisation to represent civil society.,
1444,NGO_1444,Mouvement national pour la transparence,Civil Society,Non-governmental Organization,Other,MNT,HTI,Haiti,41.0,Americas,,,,,,,,,,,Mouvement national pour la transparence is a non-governmental organisation to represent civil society.,Mouvement national pour la transparence-Toutouni
1445,POL_1445,Parti politique des organisations de la jeunesse forte d’Haïti,Political Party,,,PPOJFH,HTI,Haiti,41.0,Americas,,,,,,,,,,,Parti politique des organisations de la jeunesse forte d’Haïti None is a Political Party based in Haiti.,
1446,NGO_1446,Association intégrale pour le développement des droits Haïtiens,Civil Society,Non-governmental Organization,Other,AIDDH,HTI,Haiti,41.0,Americas,,,,,,,,,,,Association intégrale pour le développement des droits Haïtiens is a non-governmental organisation to represent civil society.,
1447,POL_1447,Pati politik men kontre pou sové ayiti,Political Party,,,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Pati politik men kontre pou sové ayiti None is a Political Party based in Haiti.,Political parties unite to save Haiti
1448,NGO_1448,Pot louvri pou chanjé Ayiti,Civil Society,Non-governmental Organization,Other,POLCA,HTI,Haiti,41.0,Americas,,,,,,,,,,,Pot louvri pou chanjé Ayiti is a non-governmental organisation to represent civil society.,Open door to change Haiti
1449,NGO_1449,Coalition pour l’avenir du Nord,Civil Society,Non-governmental Organization,Other,CAN,HTI,Haiti,41.0,Americas,,,,,,,,,,,Coalition pour l’avenir du Nord is a non-governmental organisation to represent civil society.,Coalition for the Future of the North
1450,POL_1450,Coalition des Partis Politiques pour une Entente Nationale,Political Party,,,COPPENA,HTI,Haiti,41.0,Americas,,,,,,,,,,,Coalition des Partis Politiques pour une Entente Nationale None is a Political Party based in Haiti.,Coalition of Political Parties for National Understanding
1451,OTH_1451,Accord Unitaire d'Haïti,Other,,,AUH,HTI,Haiti,41.0,Americas,,,,,,,,,,,Accord Unitaire d'Haïti is an Other actor.,
1452,NGO_1452,Mouvement Idéal Goman,Civil Society,Non-governmental Organization,Other,MIG,HTI,Haiti,41.0,Americas,,,,,,,,,,,Mouvement Idéal Goman is a non-governmental organisation to represent civil society.,Mouvman Ideyal Goman
1453,NGO_1453,Comité des Jeunes pour le développement national,Civil Society,Non-governmental Organization,Youth,CJDN,HTI,Haiti,41.0,Americas,,,,,,,,,,,Comité des Jeunes pour le développement national is a civil society representative for youth in Haiti.,
1454,OTH_1454,NOUSELL,Other,,,,HTI,Haiti,41.0,Americas,,,,,,,,,,,NOUSELL is an Other actor.,
1455,POL_1455,Parti Politique Pour le Développement d'Haïti,Political Party,,,PPDH,HTI,Haiti,41.0,Americas,,,,,,,,,,,Parti Politique Pour le Développement d'Haïti None is a Political Party based in Haiti.,Political Party for the Development of Haiti
1456,NGO_1456,Generation Solidaire pour une Nouvelle Alternative,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Generation Solidaire pour une Nouvelle Alternative is a non-governmental organisation to represent civil society.,Generation Solidarity for a New Alternative
1457,OTH_1457,Kontra Pèp la,Other,,,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Kontra Pèp la is an Other actor.,The People's Contract
1458,NGO_1458,Lutte pour le développement de l'artibonite,Civil Society,Non-governmental Organization,Other,DAL,HTI,Haiti,41.0,Americas,,,,,,,,,,,Lutte pour le développement de l'artibonite is a non-governmental organisation to represent civil society.,Fight for the development of Artibonite
1459,NGO_1459,Citoyens Engagés pour une Sortie de Crise,Civil Society,Non-governmental Organization,Other,CESOC,HTI,Haiti,41.0,Americas,,,,,,,,,,,Citoyens Engagés pour une Sortie de Crise is a non-governmental organisation to represent civil society.,Citizens Committed to a Way Out of the Crisis
1460,NGO_1460,Association des universitaires pour la Rénovation d’Haïti,Civil Society,Non-governmental Organization,Other,AURHA ,HTI,Haiti,41.0,Americas,,,,,,,,,,,Association des universitaires pour la Rénovation d’Haïti is a non-governmental organisation to represent civil society.,Association of Academics for the Renovation of Haiti
1461,NGO_1461,Mouvman Jen krètyen pou libere Ayiti,Civil Society,Non-governmental Organization,Other,MDJKLA,HTI,Haiti,41.0,Americas,,,,,,,,,,,Mouvman Jen krètyen pou libere Ayiti is a non-governmental organisation to represent civil society.,Young Christian Movement to Liberate Haiti
1462,OTH_1462,Force Réelle Saint Marc,Other,,,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Force Réelle Saint Marc is an Other actor.,Real Force Saint Marc
1463,NGO_1463,Akò Lari a,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Akò Lari a is a non-governmental organisation to represent civil society.,
1464,NGO_1464,Organisation des jeunes actives de la Plaine-du-Nord,Civil Society,Non-governmental Organization,Youth,OJAP,HTI,Haiti,41.0,Americas,,,,,,,,,,,Organisation des jeunes actives de la Plaine-du-Nord is a civil society representative for youth in Haiti.,Organisation of Active Youth of La Plaine-du-Nord
1465,NGO_1465,Groupement des Etudiants pour la Renovation et Innovation Sociale,Civil Society,Non-governmental Organization,Other,GRERIS,HTI,Haiti,41.0,Americas,,,,,,,,,,,Groupement des Etudiants pour la Renovation et Innovation Sociale is a non-governmental organisation to represent civil society.,
1466,NGO_1466,Au Debut,Civil Society,Non-governmental Organization,Other,SAD,HTI,Haiti,41.0,Americas,,,,,,,,,,,Au Debut is a non-governmental organisation to represent civil society.,
1467,NGO_1467,De Bou Ayiti,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,De Bou Ayiti is a non-governmental organisation to represent civil society.,Ayiti debou
1468,NGO_1468,FOP 2000,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,FOP 2000 is a non-governmental organisation to represent civil society.,
1469,NGO_1469,MORSH,Civil Society,Non-governmental Organization,Other,MORSH,HTI,Haiti,41.0,Americas,,,,,,,,,,,MORSH is a non-governmental organisation to represent civil society.,
1470,NGO_1470,NODRA,Civil Society,Non-governmental Organization,Other,NODRA,HTI,Haiti,41.0,Americas,,,,,,,,,,,NODRA is a non-governmental organisation to represent civil society.,
1471,NGO_1471,Eco Vert,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Eco Vert is a non-governmental organisation to represent civil society.,
1472,NGO_1472,PLEH,Civil Society,Non-governmental Organization,Other,PLEH,HTI,Haiti,41.0,Americas,,,,,,,,,,,PLEH is a non-governmental organisation to represent civil society.,
1473,NGO_1473,cPHREN,Civil Society,Non-governmental Organization,Other,cPHREN,HTI,Haiti,41.0,Americas,,,,,,,,,,,cPHREN is a non-governmental organisation to represent civil society.,
1474,NGO_1474,corads,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,corads is a non-governmental organisation to represent civil society.,
1475,NGO_1475,cogerett,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,cogerett is a non-governmental organisation to represent civil society.,
1476,NGO_1476,Konfians,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Konfians is a non-governmental organisation to represent civil society.,
1477,NGO_1477,RAMPHA,Civil Society,Non-governmental Organization,Other,RAMPHA,HTI,Haiti,41.0,Americas,,,,,,,,,,,RAMPHA is a non-governmental organisation to represent civil society.,
1478,NGO_1478,PRS,Civil Society,Non-governmental Organization,Other,PRS,HTI,Haiti,41.0,Americas,,,,,,,,,,,PRS is a non-governmental organisation to represent civil society.,
1479,NGO_1479,Zoula,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Zoula is a non-governmental organisation to represent civil society.,
1480,NGO_1480,MAICA,Civil Society,Non-governmental Organization,Other,MAICA,HTI,Haiti,41.0,Americas,,,,,,,,,,,MAICA is a non-governmental organisation to represent civil society.,
1481,NGO_1481,IPPAC,Civil Society,Non-governmental Organization,Other,IPPAC,HTI,Haiti,41.0,Americas,,,,,,,,,,,IPPAC is a non-governmental organisation to represent civil society.,
1482,NGO_1482,Sektè Jenès Ayisyen,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Sektè Jenès Ayisyen is a non-governmental organisation to represent civil society.,
1483,NGO_1483,Fanm Kore Fanm,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Fanm Kore Fanm is a non-governmental organisation to represent civil society.,
1484,NGO_1484,KRAK,Civil Society,Non-governmental Organization,Other,KRAK,HTI,Haiti,41.0,Americas,,,,,,,,,,,KRAK is a non-governmental organisation to represent civil society.,
1485,NGO_1485,MOFABEL,Civil Society,Non-governmental Organization,Other,MOFABEL,HTI,Haiti,41.0,Americas,,,,,,,,,,,MOFABEL is a non-governmental organisation to represent civil society.,
1486,NGO_1486,MOFANO,Civil Society,Non-governmental Organization,Other,MOFANO,HTI,Haiti,41.0,Americas,,,,,,,,,,,MOFANO is a non-governmental organisation to represent civil society.,
1487,NGO_1487,LIAAF,Civil Society,Non-governmental Organization,Other,LIAAF,HTI,Haiti,41.0,Americas,,,,,,,,,,,LIAAF is a non-governmental organisation to represent civil society.,
1488,NGO_1488,FEPROS,Civil Society,Non-governmental Organization,Other,FEPROS,HTI,Haiti,41.0,Americas,,,,,,,,,,,FEPROS is a non-governmental organisation to represent civil society.,
1489,NGO_1489,PPH,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,PPH is a non-governmental organisation to represent civil society.,
1490,NGO_1490,ERS,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,ERS is a non-governmental organisation to represent civil society.,
1491,NGO_1491,FIH,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,FIH is a non-governmental organisation to represent civil society.,
1492,NGO_1492,OLLG,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,OLLG is a non-governmental organisation to represent civil society.,
1493,NGO_1493,AGG,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,AGG is a non-governmental organisation to represent civil society.,
1494,NGO_1494,ITK,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,ITK is a non-governmental organisation to represent civil society.,
1495,NGO_1495,KODAKA,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,KODAKA is a non-governmental organisation to represent civil society.,
1496,NGO_1496,PPC,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,PPC is a non-governmental organisation to represent civil society.,
1497,NGO_1497,Group 49,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Group 49 is a non-governmental organisation to represent civil society.,
1498,NGO_1498,PSH,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,PSH is a non-governmental organisation to represent civil society.,
1499,NGO_1499,EFYA Agrikol Groupe,Civil Society,Non-governmental Organization,Other,EFYA,HTI,Haiti,41.0,Americas,,,,,,,,,,,EFYA Agrikol Groupe is a non-governmental organisation to represent civil society.,Agricultural Group
1500,NGO_1500,Association des Commerçants du Nord,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Association des Commerçants du Nord is a non-governmental organisation to represent civil society.,Northern Traders Association
1501,NGO_1501,Femme pour l'Education et le Développement de l'Enfant en société,Civil Society,Non-governmental Organization,Women,FEDES,HTI,Haiti,41.0,Americas,,,,,,,,,,,Femme pour l'Education et le Développement de l'Enfant en société is a civil society representative for women in Haiti.,Woman for Education and Child Development in Society
1502,NGO_1502,Parlement étudian Haïtien,Civil Society,Non-governmental Organization,Youth,PEH,HTI,Haiti,41.0,Americas,,,,,,,,,,,Parlement étudian Haïtien is a civil society representative for youth in Haiti.,Haitian Student Parliament
1503,NGO_1503,Solidarité pour la Promotion organisationnelle du rayonnement des talents sportif,Civil Society,Non-governmental Organization,Other,CSH,HTI,Haiti,41.0,Americas,,,,,,,,,,,Solidarité pour la Promotion organisationnelle du rayonnement des talents sportif is a non-governmental organisation to represent civil society.,Solidarity for the organizational promotion of the influence of sports talents
1504,NGO_1504,ASOSI,Civil Society,Non-governmental Organization,Other,ASOSI,HTI,Haiti,41.0,Americas,,,,,,,,,,,ASOSI is a non-governmental organisation to represent civil society.,
1505,NGO_1505,Bureau National de la Défense des Droits de l’Enfant,Civil Society,Non-governmental Organization,Other,BNDDE,HTI,Haiti,41.0,Americas,,,,,,,,,,,Bureau National de la Défense des Droits de l’Enfant is a non-governmental organisation to represent civil society.,National Office for the Defense of Children's Rights
1506,NGO_1506,Scouts d’Haïti,Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Scouts d’Haïti is a non-governmental organisation to represent civil society.,
1507,NGO_1507,Groupe d’appui à l’animation socio-culturelle de Milot,Civil Society,Non-governmental Organization,Other,GAASCM,HTI,Haiti,41.0,Americas,,,,,,,,,,,Groupe d’appui à l’animation socio-culturelle de Milot is a non-governmental organisation to represent civil society.,
1508,NGO_1508,Groupe de réflexion et d’action pour le développement d’Haïti,Civil Society,Non-governmental Organization,Other,GRADH,HTI,Haiti,41.0,Americas,,,,,,,,,,,Groupe de réflexion et d’action pour le développement d’Haïti is a non-governmental organisation to represent civil society.,Reflection and Action Group for the Development of Haiti
1509,NGO_1509,"Société en nom collectif, Institut supérieur de recherche et de formation",Civil Society,Non-governmental Organization,Other,ISREF,HTI,Haiti,41.0,Americas,,,,,,,,,,,"Société en nom collectif, Institut supérieur de recherche et de formation is a non-governmental organisation to represent civil society.","General partnership, Higher Institute for Research and Training"
1510,NGO_1510,Solidarité jeunesse pour une autre société,Civil Society,Non-governmental Organization,Youth,SOJES,HTI,Haiti,41.0,Americas,,,,,,,,,,,Solidarité jeunesse pour une autre société is a civil society representative for youth in Haiti.,Youth solidarity for another society
1511,NGO_1511,Pitit Charlemagne Peralte,Civil Society,Non-governmental Organization,Other,PCP,HTI,Haiti,41.0,Americas,,,,,,,,,,,Pitit Charlemagne Peralte is a non-governmental organisation to represent civil society.,
1512,NGO_1512,Syndicat des transporteurs du Cap-Haïtien,Civil Society,Unions,,SYTRACH,HTI,Haiti,41.0,Americas,,,,,,,,,,,Syndicat des transporteurs du Cap-Haïtien is a representative of unions in Haiti.,Cap-Haïtien Transporters' Union
1513,NGO_1513,Association des Salariés des Transports du Nord,Civil Society,Unions,,,HTI,Haiti,41.0,Americas,,,,,,,,,,,Association des Salariés des Transports du Nord is a representative of unions in Haiti.,Northern Transport Employees Association
1514,NGO_1514,"Société nom collectif, Institut Supérieur de Recherche et de Formation",Civil Society,Non-governmental Organization,Other,,HTI,Haiti,41.0,Americas,,,,,,,,,,,"Société nom collectif, Institut Supérieur de Recherche et de Formation is a non-governmental organisation to represent civil society.","General partnership, Higher Institute of Research and Training"
1515,NGO_1515,"Collectif des Avocats, des pasteurs et des enseignants pour les départements du Nord d’Haïti",Civil Society,Non-governmental Organization,Other,CAPEDNH,HTI,Haiti,41.0,Americas,,,,,,,,,,,"Collectif des Avocats, des pasteurs et des enseignants pour les départements du Nord d’Haïti is a non-governmental organisation to represent civil society.","Collective of Lawyers, Pastors and Teachers for the Northern Departments of Haiti"
